seq_id,ct10_id,geoid,logrecno,acs_year,pop16,pop16_me,lf,lf_me,clf,clf_me,emp,emp_me,unemp,unemp_me,aflf,aflf_me,nlf,nlf_me,lf_p,lf_mep,clf_p,clf_mep,emp_p,emp_mep,unemp_p,unemp_mep,aflf_p,aflf_mep,nlf_p,nlf_mep
7690,25009217500,14000US25009217500,1208,2012-16,5117,316,3807,297,3807,297,3685,294,122,100,0,17,1310,261,74.4,3.55,100,7.8,96.8,1.62,3.2,2.61,0,0.45,25.6,4.85
7691,25009217600,14000US25009217600,1209,2012-16,7414,435,4116,386,4116,386,3850,393,266,94,0,17,3298,357,55.52,4.06,100,9.38,93.54,3.77,6.46,2.2,0,0.41,44.48,4.05
7692,25009218100,14000US25009218100,1210,2012-16,4259,184,2667,260,2667,260,2440,263,227,105,0,17,1592,260,62.62,5.47,100,9.75,91.49,4.21,8.51,3.85,0,0.64,37.38,5.89
7693,25009220101,14000US25009220101,1211,2012-16,3685,190,2340,197,2340,197,2221,210,119,70,0,12,1345,150,63.5,4.23,100,8.42,94.91,4.09,5.09,2.96,0,0.51,36.5,3.61
7694,25009220102,14000US25009220102,1212,2012-16,2430,189,1451,171,1451,171,1376,165,75,48,0,12,979,165,59.71,5.29,100,11.78,94.83,2.1,5.17,3.25,0,0.83,40.29,6.02
7695,25009221100,14000US25009221100,1213,2012-16,3888,199,2354,201,2354,201,2198,198,156,65,0,12,1534,161,60.55,4.14,100,8.54,93.37,2.68,6.63,2.7,0,0.51,39.45,3.62
7696,25009221300,14000US25009221300,1214,2012-16,3988,363,2334,305,2334,305,2249,304,85,64,0,12,1654,286,58.53,5.49,100,13.07,96.36,3.33,3.64,2.7,0,0.51,41.47,6.1
7697,25009221400,14000US25009221400,1215,2012-16,2752,226,1941,258,1941,258,1851,250,90,65,0,12,811,187,70.53,7.37,100,13.29,95.36,2.28,4.64,3.29,0,0.62,29.47,6.35
7698,25009221500,14000US25009221500,1216,2012-16,2521,255,1446,204,1442,204,1309,209,133,71,4,7,1075,160,57.36,5.64,99.72,1.05,90.78,6.72,9.22,4.75,0.28,0.48,42.64,4.66
7699,25009221600,14000US25009221600,1217,2012-16,2088,167,1391,161,1366,170,1256,184,110,80,25,35,697,89,66.62,5.57,98.2,4.49,91.95,7.11,8.05,5.77,1.8,2.51,33.38,3.32
7700,25009221700,14000US25009221700,1218,2012-16,2106,208,1320,208,1310,205,1239,196,71,48,10,17,786,150,62.68,7.7,99.24,22.04,94.58,2.19,5.42,3.56,0.76,1.28,37.32,6.09
7701,25009221800,14000US25009221800,1219,2012-16,1642,141,847,112,847,112,800,116,47,23,0,12,795,136,51.58,5.19,100,13.22,94.45,5.62,5.55,2.61,0,1.42,48.42,7.16
7702,25009221901,14000US25009221901,1220,2012-16,2947,221,2095,216,2095,216,1915,202,180,97,0,12,852,143,71.09,5.03,100,10.31,91.41,2.04,8.59,4.54,0,0.57,28.91,4.34
7703,25009221902,14000US25009221902,1221,2012-16,3320,242,2284,241,2284,241,2107,246,177,92,0,12,1036,180,68.8,5.25,100,10.55,92.25,4.61,7.75,3.94,0,0.53,31.2,4.92
7704,25009222100,14000US25009222100,1222,2012-16,2990,145,2064,149,2064,149,1980,148,84,57,0,12,926,165,69.03,3.69,100,7.22,95.93,1.86,4.07,2.75,0,0.58,30.97,5.31
7705,25009223100,14000US25009223100,1223,2012-16,3692,210,2326,201,2326,201,2149,199,177,95,0,12,1366,216,63,4.1,100,8.64,92.39,3.07,7.61,4.03,0,0.52,37,5.46
7706,25009223200,14000US25009223200,1224,2012-16,2972,200,2023,174,2023,174,1891,173,132,71,0,12,949,152,68.07,3.65,100,8.6,93.48,2.91,6.52,3.46,0,0.59,31.93,4.64
7707,25009223300,14000US25009223300,1225,2012-16,4637,254,3426,273,3426,273,3261,307,165,108,0,17,1211,286,73.88,4.28,100,7.97,95.18,4.77,4.82,3.13,0,0.5,26.12,6
7708,25009250100,14000US25009250100,1226,2012-16,2188,211,1131,222,1131,222,1011,219,120,73,0,12,1057,161,51.69,8.84,100,19.63,89.39,8.19,10.61,6.11,0,1.06,48.31,5.7
7709,25009250200,14000US25009250200,1227,2012-16,4354,341,2913,355,2913,355,2423,333,490,145,0,17,1441,202,66.9,6.25,100,12.19,83.18,5.28,16.82,4.54,0,0.58,33.1,3.85
7710,25009250300,14000US25009250300,1228,2012-16,1620,193,1089,142,1089,142,900,147,189,89,0,12,531,121,67.22,3.56,100,13.04,82.64,8.13,17.36,7.85,0,1.1,32.78,6.37
7711,25009250400,14000US25009250400,1229,2012-16,2937,295,1801,303,1801,303,1622,283,179,90,0,12,1136,160,61.32,8.28,100,16.82,90.06,4.16,9.94,4.71,0,0.67,38.68,3.82
7712,25009250500,14000US25009250500,1230,2012-16,3072,305,2160,308,2160,308,1824,255,336,206,0,12,912,151,70.31,7.2,100,14.26,84.44,16.86,15.56,9.28,0,0.56,29.69,3.93
7713,25009250600,14000US25009250600,1231,2012-16,4117,315,2997,289,2997,289,2529,304,468,144,0,17,1120,215,72.8,4.27,100,9.64,84.38,6.06,15.62,4.56,0,0.57,27.2,4.79
7714,25009250700,14000US25009250700,1232,2012-16,3878,367,2825,413,2825,413,2345,353,480,232,0,17,1053,227,72.85,8.12,100,14.62,83.01,2.98,16.99,7.83,0,0.6,27.15,5.26
7715,25009250800,14000US25009250800,1233,2012-16,5931,565,3649,400,3649,400,3216,426,433,214,0,17,2282,451,61.52,3.34,100,10.96,88.13,6.55,11.87,5.72,0,0.47,38.48,6.66
7716,25009250900,14000US25009250900,1234,2012-16,1622,185,1030,193,1030,193,802,174,228,98,0,12,592,87,63.5,9.44,100,18.74,77.86,8.52,22.14,8.56,0,1.17,36.5,3.38
7717,25009251000,14000US25009251000,1235,2012-16,1407,174,869,181,869,181,757,171,112,65,0,12,538,118,61.76,10.35,100,20.83,87.11,7.62,12.89,6.98,0,1.38,38.24,6.93
7718,25009251100,14000US25009251100,1236,2012-16,2095,199,948,182,948,182,834,169,114,67,0,12,1147,187,45.25,7.55,100,19.2,87.97,5.7,12.03,6.68,0,1.27,54.75,7.25
7719,25009251200,14000US25009251200,1237,2012-16,1155,117,655,115,655,115,588,110,67,39,0,12,500,81,56.71,8.13,100,17.56,89.77,5.8,10.23,5.68,0,1.83,43.29,5.47
7720,25009251300,14000US25009251300,1238,2012-16,2476,262,1644,250,1644,250,1388,208,256,126,0,12,832,153,66.4,7.25,100,15.21,84.43,18.03,15.57,7.29,0,0.73,33.6,5.05
7721,25009251400,14000US25009251400,1239,2012-16,3820,328,2522,321,2522,321,2175,302,347,139,0,17,1298,215,66.02,6.2,100,12.73,86.24,4.79,13.76,5.23,0,0.67,33.98,4.81
7722,25009251500,14000US25009251500,1240,2012-16,4383,462,2952,412,2952,412,2529,428,423,179,0,17,1431,219,67.35,6.16,100,13.96,85.67,8.2,14.33,5.72,0,0.58,32.65,3.62
7723,25009251600,14000US25009251600,1241,2012-16,4830,581,3157,433,3157,433,2735,424,422,174,0,17,1673,413,65.36,4.31,100,13.72,86.63,6.26,13.37,5.2,0,0.54,34.64,7.47
7724,25009251700,14000US25009251700,1242,2012-16,4407,402,3043,317,3043,317,2660,319,383,130,0,17,1364,297,69.05,3.47,100,10.42,87.41,5.19,12.59,4.07,0,0.56,30.95,6.12
7725,25009251800,14000US25009251800,1243,2012-16,6079,576,4066,457,4066,457,3670,424,396,198,0,17,2013,408,66.89,4.04,100,11.24,90.26,2.41,9.74,4.75,0,0.42,33.11,5.93
7726,25009252101,14000US25009252101,1244,2012-16,3046,174,2150,176,2142,177,1976,173,166,79,8,14,896,156,70.58,4.14,99.63,1.12,92.25,2.67,7.75,3.63,0.37,0.65,29.42,4.84
7727,25009252102,14000US25009252102,1245,2012-16,3324,162,2253,169,2243,171,2100,167,143,60,10,17,1071,158,67.78,3.86,99.56,1.36,93.62,2.12,6.38,2.63,0.44,0.75,32.22,4.49
7728,25009252201,14000US25009252201,1246,2012-16,2502,188,1751,175,1751,175,1606,164,145,80,0,12,751,122,69.98,4.61,100,9.99,91.72,1.92,8.28,4.49,0,0.69,30.02,4.32
7729,25009252202,14000US25009252202,1247,2012-16,2624,204,1949,180,1949,180,1770,162,179,87,0,12,675,163,74.28,3.7,100,9.24,90.82,11.81,9.18,4.38,0,0.62,25.72,5.88
7730,25009252300,14000US25009252300,1248,2012-16,5585,549,4020,474,4020,474,3701,413,319,147,0,17,1565,334,71.98,4.69,100,11.79,92.06,14.95,7.94,3.53,0,0.42,28.02,5.31
7731,25009252400,14000US25009252400,1249,2012-16,3077,274,2143,260,2143,260,1929,240,214,101,0,12,934,191,69.65,5.74,100,12.13,90.01,2.48,9.99,4.55,0,0.56,30.35,5.59
7732,25009252501,14000US25009252501,1250,2012-16,3254,356,2525,333,2525,333,2293,295,232,114,0,12,729,161,77.6,5.71,100,13.19,90.81,16.73,9.19,4.35,0,0.48,22.4,4.3
7733,25009252502,14000US25009252502,1251,2012-16,3818,247,2578,240,2578,240,2399,221,179,99,0,12,1240,182,67.52,4.52,100,9.31,93.06,12.19,6.94,3.79,0,0.47,32.48,4.28
7734,25009252601,14000US25009252601,1252,2012-16,6092,330,4352,344,4352,344,4045,318,307,142,0,17,1740,296,71.44,4.11,100,7.9,92.95,10.36,7.05,3.21,0,0.39,28.56,4.61
7735,25009252602,14000US25009252602,1253,2012-16,3565,213,2702,206,2688,211,2531,191,157,65,14,22,863,159,75.79,3.59,99.48,1.86,94.16,10.25,5.84,2.37,0.52,0.81,24.21,4.22
7736,25009252603,14000US25009252603,1254,2012-16,2352,188,1903,170,1903,170,1816,153,87,54,0,12,449,97,80.91,3.23,100,8.93,95.43,11.72,4.57,2.81,0,0.63,19.09,3.83
7737,25009253100,14000US25009253100,1255,2012-16,4209,324,3049,282,3049,282,2735,267,314,164,0,17,1160,202,72.44,3.71,100,9.25,89.7,2.8,10.3,5.29,0,0.56,27.56,4.3
7738,25009253201,14000US25009253201,1256,2012-16,2473,225,1668,167,1658,167,1580,162,78,52,10,16,805,152,67.45,2.82,99.4,1.09,95.3,1.83,4.7,3.1,0.6,0.96,32.55,5.39
7739,25009253202,14000US25009253202,1257,2012-16,5613,303,3907,339,3893,339,3580,335,313,131,14,21,1706,250,69.61,4.73,99.64,0.73,91.96,3.15,8.04,3.29,0.36,0.54,30.39,4.14
7740,25009253203,14000US25009253203,1258,2012-16,3625,238,2358,198,2358,198,2301,203,57,38,0,12,1267,177,65.05,3.41,100,8.4,97.58,2.64,2.42,1.6,0,0.51,34.95,4.31
7741,25009253204,14000US25009253204,1259,2012-16,4425,242,2937,181,2937,181,2857,187,80,39,0,17,1488,258,66.37,1.89,100,6.16,97.28,2.14,2.72,1.32,0,0.58,33.63,5.53
7742,25009253205,14000US25009253205,1260,2012-16,3202,195,2283,242,2283,242,2201,246,82,50,0,12,919,138,71.3,6.19,100,10.6,96.41,3.42,3.59,2.16,0,0.53,28.7,3.94
7743,25009254100,14000US25009254100,1261,2012-16,5076,277,3265,251,3265,251,3082,240,183,98,0,17,1811,248,64.32,3.48,100,7.69,94.4,1.17,5.6,2.97,0,0.52,35.68,4.48
7744,25009254200,14000US25009254200,1262,2012-16,4378,273,2825,220,2825,220,2745,220,80,54,0,17,1553,208,64.53,3.01,100,7.79,97.17,1.84,2.83,1.9,0,0.6,35.47,4.2
7745,25009254301,14000US25009254301,1263,2012-16,3215,223,2065,209,2065,209,2004,208,61,53,0,12,1150,180,64.23,4.73,100,10.12,97.05,2.23,2.95,2.55,0,0.58,35.77,5.02
7746,25009254302,14000US25009254302,1264,2012-16,3489,217,2390,206,2390,206,2301,198,89,51,0,12,1099,177,68.5,4.09,100,8.62,96.28,11.73,3.72,2.11,0,0.5,31.5,4.68
7747,25009254401,14000US25009254401,1265,2012-16,2557,171,1911,160,1898,167,1789,169,109,48,13,20,646,135,74.74,3.76,99.32,2.69,94.26,3.24,5.74,2.48,0.68,1.05,25.26,5
7748,25009254402,14000US25009254402,1266,2012-16,5514,349,3765,294,3765,294,3592,275,173,109,0,17,1749,319,68.28,3.12,100,7.81,95.41,10.43,4.59,2.87,0,0.45,31.72,5.43
7749,25009254403,14000US25009254403,1267,2012-16,3036,172,2161,202,2161,202,2023,184,138,85,0,12,875,170,71.18,5.29,100,9.35,93.61,12.21,6.39,3.89,0,0.56,28.82,5.36
7750,25009260100,14000US25009260100,1268,2012-16,4620,439,3002,402,2991,401,2577,355,414,226,11,19,1618,232,64.98,6.13,99.63,0.65,86.16,2.73,13.84,7.32,0.37,0.63,35.02,3.76
7751,25009260200,14000US25009260200,1269,2012-16,2989,272,1946,265,1946,265,1825,235,121,82,0,12,1043,141,65.11,6.6,100,13.62,93.78,17.58,6.22,4.13,0,0.62,34.89,3.49
7752,25009260301,14000US25009260301,1270,2012-16,3531,241,2555,266,2555,266,2372,249,183,78,0,12,976,159,72.36,5.69,100,10.41,92.84,1.25,7.16,2.96,0,0.47,27.64,4.09
7753,25009260302,14000US25009260302,1271,2012-16,2310,189,1671,175,1671,175,1606,174,65,41,0,12,639,169,72.34,4.73,100,10.47,96.11,2.67,3.89,2.42,0,0.72,27.66,6.96
7754,25009260401,14000US25009260401,1272,2012-16,3263,197,2095,223,2095,223,1907,238,188,94,0,12,1168,180,64.2,5.63,100,10.64,91.03,5.93,8.97,4.38,0,0.57,35.8,5.08
7755,25009260402,14000US25009260402,1273,2012-16,5482,305,3965,324,3965,324,3877,332,88,87,0,17,1517,236,72.33,4.33,100,8.17,97.78,2.5,2.22,2.19,0,0.43,27.67,4.02
7756,25009260500,14000US25009260500,1274,2012-16,3069,227,2134,205,2134,205,1943,205,191,104,0,12,935,147,69.53,4.26,100,9.61,91.05,3.97,8.95,4.8,0,0.56,30.47,4.23
7757,25009260600,14000US25009260600,1275,2012-16,2663,250,1800,228,1800,228,1595,223,205,98,0,12,863,171,67.59,5.75,100,12.67,88.61,5.24,11.39,5.25,0,0.67,32.41,5.65
7758,25009260700,14000US25009260700,1276,2012-16,3846,285,2740,246,2733,247,2381,258,352,139,7,15,1106,243,71.24,3.61,99.74,1.03,87.12,5.21,12.88,4.95,0.26,0.55,28.76,5.95
7759,25009260800,14000US25009260800,1277,2012-16,3681,354,2545,314,2530,316,2297,331,233,122,15,17,1136,186,69.14,5.34,99.41,1.93,90.79,6.52,9.21,4.68,0.59,0.66,30.86,4.09
7760,25009260900,14000US25009260900,1278,2012-16,4208,360,2582,357,2582,357,2422,362,160,90,0,17,1626,419,61.36,6.66,100,13.83,93.8,5.32,6.2,3.38,0,0.66,38.64,9.39
7761,25009261000,14000US25009261000,1279,2012-16,3075,294,2395,319,2395,319,2194,301,201,134,0,12,680,128,77.89,7.22,100,13.32,91.61,3.01,8.39,5.48,0,0.5,22.11,3.59
7762,25009261101,14000US25009261101,1280,2012-16,3675,217,2655,191,2655,191,2564,195,91,49,0,12,1020,176,72.24,2.97,100,7.19,96.57,2.38,3.43,1.83,0,0.45,27.76,4.5
7763,25009261102,14000US25009261102,1281,2012-16,3802,278,2860,290,2860,290,2719,299,141,73,0,12,942,193,75.22,5.28,100,10.14,95.07,4.05,4.93,2.5,0,0.42,24.78,4.74
7764,25009262100,14000US25009262100,1282,2012-16,5541,155,4010,229,4010,229,3662,242,348,154,0,17,1531,222,72.37,3.6,100,5.71,91.32,3.04,8.68,3.81,0,0.42,27.63,3.93
7765,25009263100,14000US25009263100,1283,2012-16,3501,110,2429,115,2429,115,2354,114,75,43,0,12,1072,138,69.38,2.46,100,4.73,96.91,0.99,3.09,1.76,0,0.49,30.62,3.82
7766,25009264100,14000US25009264100,1284,2012-16,5587,153,3858,258,3858,258,3715,288,143,94,0,17,1729,255,69.05,4.21,100,6.69,96.29,3.78,3.71,2.42,0,0.44,30.95,4.48
7767,25009265101,14000US25009265101,1285,2012-16,3036,181,2155,184,2155,184,2021,182,134,73,0,12,881,127,70.98,4.34,100,8.54,93.78,2.68,6.22,3.35,0,0.56,29.02,3.81
7768,25009265102,14000US25009265102,1286,2012-16,3622,152,2751,153,2751,153,2663,156,88,61,0,12,871,139,75.95,2.77,100,5.56,96.8,1.78,3.2,2.21,0,0.44,24.05,3.7
7769,25009266100,14000US25009266100,1287,2012-16,3365,209,2399,210,2399,210,2306,210,93,55,0,12,966,157,71.29,4.4,100,8.75,96.12,2.41,3.88,2.27,0,0.5,28.71,4.31
7770,25009266200,14000US25009266200,1288,2012-16,4415,351,3269,374,3269,374,3119,377,150,70,0,17,1146,279,74.04,6.09,100,11.44,95.41,3.72,4.59,2.08,0,0.52,25.96,5.97
7771,25009266300,14000US25009266300,1289,2012-16,3404,288,2199,231,2199,231,2016,227,183,83,0,12,1205,207,64.6,4.02,100,10.5,91.68,3.72,8.32,3.67,0,0.55,35.4,5.29
7772,25009266400,14000US25009266400,1290,2012-16,2960,205,2117,204,2117,204,2014,191,103,61,0,12,843,131,71.52,4.79,100,9.64,95.13,12.86,4.87,2.84,0,0.57,28.48,3.96
7773,25009267101,14000US25009267101,1291,2012-16,3302,263,2007,200,2007,200,1871,201,136,61,0,12,1295,237,60.78,3.64,100,9.97,93.22,3.74,6.78,2.96,0,0.6,39.22,6.46
7774,25009267102,14000US25009267102,1292,2012-16,4369,278,2912,243,2905,243,2700,219,205,102,7,13,1457,242,66.65,3.6,99.76,0.58,92.94,10.83,7.06,3.46,0.24,0.45,33.35,5.12
7775,25009268100,14000US25009268100,1293,2012-16,2012,150,1557,123,1557,123,1527,126,30,20,0,12,455,87,77.39,2.02,100,7.9,98.07,2.34,1.93,1.28,0,0.77,22.61,3.98
7776,25009268200,14000US25009268200,1294,2012-16,5270,321,3477,291,3477,291,3238,314,239,154,0,17,1793,309,65.98,3.79,100,8.37,93.13,4.56,6.87,4.39,0,0.49,34.02,5.48
7777,25009268300,14000US25009268300,1295,2012-16,3596,275,2297,291,2297,291,2152,270,145,100,0,12,1299,186,63.88,6.45,100,12.67,93.69,16.7,6.31,4.28,0,0.52,36.12,4.37
7778,25009268400,14000US25009268400,1296,2012-16,3955,302,2714,403,2714,403,2499,337,215,177,0,12,1241,297,68.62,8.74,100,14.85,92.08,18.47,7.92,6.41,0,0.44,31.38,7.12
7779,25009269100,14000US25009269100,1297,2012-16,5874,166,3970,233,3970,233,3833,229,137,84,0,17,1904,212,67.59,3.48,100,5.87,96.55,1.08,3.45,2.11,0,0.43,32.41,3.49
7780,25009270100,14000US25009270100,1298,2012-16,4845,167,3395,176,3395,176,3222,174,173,94,0,17,1450,148,70.07,2.71,100,5.18,94.9,1.44,5.1,2.76,0,0.5,29.93,2.88
7781,25009990100,14000US25009990100,1299,2012-16,0,12,0,12,0,12,0,12,0,12,0,12,0,12,,,,,,,,,,,,
7782,25011040100,14000US25011040100,1300,2012-16,3810,139,2485,135,2485,135,2304,130,181,45,0,12,1325,115,65.22,2.63,100,5.43,92.72,1.41,7.28,1.77,0,0.48,34.78,2.74
7783,25011040200,14000US25011040200,1301,2012-16,3859,222,2789,221,2789,221,2682,216,107,33,0,12,1070,132,72.27,3.94,100,7.92,96.16,1.38,3.84,1.14,0,0.43,27.73,3.03
7784,25011040300,14000US25011040300,1302,2012-16,2477,81,1710,117,1710,117,1586,117,124,52,0,12,767,134,69.04,4.15,100,6.84,92.75,2.56,7.25,3,0,0.7,30.96,5.31
7785,25011040400,14000US25011040400,1303,2012-16,2885,123,1877,106,1877,106,1774,111,103,28,0,12,1008,95,65.06,2.41,100,5.65,94.51,2.55,5.49,1.46,0,0.64,34.94,2.94
7786,25011040501,14000US25011040501,1304,2012-16,3418,185,1957,206,1957,206,1735,211,222,95,0,12,1461,232,57.26,5.17,100,10.53,88.66,5.4,11.34,4.71,0,0.61,42.74,6.38
7787,25011040502,14000US25011040502,1305,2012-16,2874,168,1719,191,1719,191,1539,178,180,97,0,12,1155,170,59.81,5.65,100,11.11,89.53,2.88,10.47,5.52,0,0.7,40.19,5.43
7788,25011040600,14000US25011040600,1306,2012-16,4006,124,2803,126,2800,126,2648,123,152,40,3,4,1203,86,69.97,2.28,99.89,0.21,94.57,1.09,5.43,1.41,0.11,0.14,30.03,1.94
7789,25011040701,14000US25011040701,1307,2012-16,3350,192,2069,242,2069,242,1831,244,238,151,0,12,1281,261,61.76,6.3,100,11.7,88.5,5.65,11.5,7.17,0,0.58,38.24,7.48
7790,25011040702,14000US25011040702,1308,2012-16,3687,275,2269,228,2269,228,2129,223,140,62,0,12,1418,206,61.54,4.14,100,10.05,93.83,2.77,6.17,2.66,0,0.53,38.46,4.79
7791,25011040800,14000US25011040800,1309,2012-16,4388,184,3320,255,3320,255,3208,255,112,55,0,17,1068,182,75.66,4.87,100,7.68,96.63,1.98,3.37,1.64,0,0.51,24.34,4.02
7792,25011040900,14000US25011040900,1310,2012-16,4143,148,2925,256,2925,256,2829,249,96,60,0,17,1218,202,70.6,5.64,100,8.75,96.72,0.9,3.28,2.03,0,0.58,29.4,4.76
7793,25011041000,14000US25011041000,1311,2012-16,2780,198,1820,209,1820,209,1778,204,42,37,0,12,960,164,65.47,5.9,100,11.48,97.69,15.86,2.31,2.02,0,0.66,34.53,5.36
7794,25011041100,14000US25011041100,1312,2012-16,3104,204,2048,214,2048,214,1992,215,56,34,0,12,1056,141,65.98,5.36,100,10.45,97.27,2.63,2.73,1.64,0,0.59,34.02,3.95
7795,25011041200,14000US25011041200,1313,2012-16,2578,192,1785,201,1785,201,1725,185,60,61,0,12,793,135,69.24,5.85,100,11.26,96.64,15.03,3.36,3.4,0,0.67,30.76,4.71
7796,25011041300,14000US25011041300,1314,2012-16,3803,300,2532,272,2532,272,2349,270,183,130,0,12,1271,175,66.58,4.85,100,10.74,92.77,3.79,7.23,5.08,0,0.47,33.42,3.77
7797,25011041400,14000US25011041400,1315,2012-16,2320,236,1338,183,1338,183,1133,167,205,107,0,12,982,195,57.67,5.27,100,13.68,84.68,4.65,15.32,7.72,0,0.9,42.33,7.22
7798,25011041501,14000US25011041501,1316,2012-16,2860,154,2137,128,2134,128,2054,127,80,26,3,4,723,101,74.72,1.96,99.86,0.32,96.25,1.44,3.75,1.2,0.14,0.19,25.28,3.26
7799,25011041502,14000US25011041502,1317,2012-16,3145,197,2033,188,2033,188,1889,184,144,79,0,12,1112,124,64.64,4.4,100,9.25,92.92,2.84,7.08,3.83,0,0.59,35.36,3.26
7800,25013800101,14000US25013800101,1318,2012-16,2994,232,2063,231,2063,231,1844,231,219,125,0,12,931,154,68.9,5.57,100,11.2,89.38,5.02,10.62,5.94,0,0.58,31.1,4.54
7801,25013800102,14000US25013800102,1319,2012-16,3267,388,1925,289,1925,289,1640,246,285,154,0,12,1342,309,58.92,5.41,100,15.01,85.19,18.08,14.81,7.69,0,0.62,41.08,8.1
7802,25013800201,14000US25013800201,1320,2012-16,5593,358,3658,399,3658,399,3183,447,475,194,0,17,1935,284,65.4,5.78,100,10.91,87.01,7.7,12.99,5.11,0,0.46,34.6,4.57
7803,25013800202,14000US25013800202,1321,2012-16,949,108,549,92,549,92,515,93,34,28,0,12,400,76,57.85,7.12,100,16.76,93.81,6.31,6.19,4.99,0,2.19,42.15,6.41
7804,25013800300,14000US25013800300,1322,2012-16,3248,344,2116,315,2116,315,1913,305,203,122,0,12,1132,219,65.15,6.82,100,14.89,90.41,5.16,9.59,5.59,0,0.57,34.85,5.64
7805,25013800400,14000US25013800400,1323,2012-16,4510,387,2448,414,2448,414,2188,431,260,112,0,17,2062,402,54.28,7.91,100,16.91,89.38,9.03,10.62,4.21,0,0.69,45.72,8
7806,25013800500,14000US25013800500,1324,2012-16,2578,281,1895,272,1895,272,1615,251,280,110,0,12,683,128,73.51,6.86,100,14.35,85.22,5.08,14.78,5.4,0,0.63,26.49,4.04
7807,25013800600,14000US25013800600,1325,2012-16,1865,263,1103,241,1103,241,782,206,321,104,0,12,762,152,59.14,9.87,100,21.85,70.9,10.43,29.1,6.96,0,1.09,40.86,5.76
7808,25013800700,14000US25013800700,1326,2012-16,3210,337,1612,397,1592,403,1252,287,340,184,20,35,1598,220,50.22,11.19,98.76,5.78,78.64,26.86,21.36,10.22,1.24,2.15,49.78,4.43
7809,25013800800,14000US25013800800,1327,2012-16,1562,162,636,127,636,127,439,118,197,100,0,12,926,151,40.72,6.95,100,19.97,69.03,12.42,30.97,14.46,0,1.89,59.28,7.46
7810,25013800900,14000US25013800900,1328,2012-16,3116,358,1390,271,1390,271,1089,246,301,122,0,12,1726,256,44.61,7.03,100,19.5,78.35,8.94,21.65,7.69,0,0.86,55.39,5.2
7811,25013801101,14000US25013801101,1329,2012-16,1540,215,785,207,767,209,595,158,172,92,18,28,755,120,50.97,11.4,97.71,6.71,77.57,29.52,22.43,10.32,2.29,3.52,49.03,3.72
7812,25013801102,14000US25013801102,1330,2012-16,1078,169,525,118,513,117,447,86,66,92,12,19,553,132,48.7,7.84,97.71,3.78,87.13,26,12.87,17.69,2.29,3.58,51.3,9.23
7813,25013801200,14000US25013801200,1331,2012-16,1837,195,925,155,925,155,790,151,135,90,0,12,912,185,50.35,6.53,100,16.76,85.41,7.85,14.59,9.42,0,1.3,49.65,8.58
7814,25013801300,14000US25013801300,1332,2012-16,3985,455,1865,271,1865,271,1634,266,231,90,0,17,2120,340,46.8,4.21,100,14.53,87.61,6.43,12.39,4.48,0,0.91,53.2,5.99
7815,25013801401,14000US25013801401,1333,2012-16,2635,309,1367,267,1367,267,1162,231,205,125,0,12,1268,212,51.88,8.1,100,19.53,85,3.15,15,8.66,0,0.88,48.12,5.73
7816,25013801402,14000US25013801402,1334,2012-16,1589,168,1077,165,1077,165,977,155,100,60,0,12,512,90,67.78,7.51,100,15.32,90.71,3.74,9.29,5.39,0,1.11,32.22,4.52
7817,25013801501,14000US25013801501,1335,2012-16,4334,386,2823,283,2823,283,2437,304,386,123,0,17,1511,348,65.14,3,100,10.02,86.33,6.41,13.67,4.14,0,0.6,34.86,7.4
7818,25013801502,14000US25013801502,1336,2012-16,2310,260,1461,248,1461,248,1277,229,184,76,0,12,849,169,63.25,8.04,100,16.97,87.41,5.05,12.59,4.74,0,0.82,36.75,6.03
7819,25013801503,14000US25013801503,1337,2012-16,3334,325,1910,238,1910,238,1737,238,173,83,0,12,1424,275,57.29,4.45,100,12.46,90.94,5.18,9.06,4.2,0,0.63,42.71,7.12
7820,25013801601,14000US25013801601,1338,2012-16,3943,269,2178,221,2166,223,1968,230,198,109,12,19,1765,247,55.24,4.15,99.45,1.73,90.86,5.03,9.14,4.94,0.55,0.87,44.76,5.47
7821,25013801602,14000US25013801602,1339,2012-16,3714,232,2348,241,2348,241,2100,249,248,121,0,12,1366,228,63.22,5.15,100,10.26,89.44,5.31,10.56,5.04,0,0.51,36.78,5.69
7822,25013801603,14000US25013801603,1340,2012-16,3363,203,2330,209,2330,209,2141,195,189,78,0,12,1033,177,69.28,4.6,100,8.97,91.89,1.45,8.11,3.27,0,0.52,30.72,4.93
7823,25013801604,14000US25013801604,1341,2012-16,3271,207,2301,214,2301,214,2106,206,195,79,0,12,970,131,70.35,4.79,100,9.3,91.53,2.77,8.47,3.34,0,0.52,29.65,3.54
7824,25013801605,14000US25013801605,1342,2012-16,3399,261,2076,212,2076,212,1880,217,196,82,0,12,1323,223,61.08,4.11,100,10.21,90.56,4.87,9.44,3.83,0,0.58,38.92,5.84
7825,25013801700,14000US25013801700,1343,2012-16,6372,419,2984,368,2984,368,2641,350,343,117,0,17,3388,401,46.83,4.89,100,12.33,88.51,4.29,11.49,3.66,0,0.57,53.17,5.23
7826,25013801800,14000US25013801800,1344,2012-16,2967,280,1515,252,1515,252,1162,221,353,129,0,12,1452,196,51.06,6.99,100,16.63,76.7,7.07,23.3,7.58,0,0.79,48.94,4.72
